Google 云计算掌门人：创始人要倾尽全力，享受创造价值_36氪,	 编者按：Diane Greene是科技界的传奇女性，她曾经是著名虚拟机软件VMWare的创始人兼CE,	 http://36kr.com/p/5087460.html
百度携手奇瑞展开战略合作，将加深在无人驾驶、车联网等方面的探索_36氪,	 4月19日，在第十七届上海国际汽车工业展览期间，百度与奇瑞签署战略合作协议，双方将在车联网、高度自动,	 http://36kr.com/p/5071505.html
陆奇上任之后第二次面向媒体，针对阿波罗计划说了什么？_36氪,	 第一次面对媒体时，陆奇被宣布任命为百度集团总裁和COO；第二次面对媒体，他多了一个身份：百度智能驾驶,	 http://36kr.com/p/5071523.html
36氪首发 | 联想之星Comet Labs发布智能交通研究报告：自动驾驶产业链上有哪些玩家？_36氪,	 编者按：本文作者为联想之星Comet Labs王子威,	 http://36kr.com/p/5077279.html
新造车运动的下半场_36氪,	 编者按：本文来自微信公众号”车云“（ID：cheyunwang），作者任海宁；36氪经授权发布。,	 http://36kr.com/p/5082333.html
咖啡比奢侈品生意好做？JAB打算出售旗下奢侈品Jimmy Choo和Bally_36氪,	 昨日，由欧洲投资公司 JAB 控股的英国鞋履奢侈品牌 Jimmy Choo 证实正在寻求出售，目前 ,	 http://36kr.com/p/5072253.html
千亿级市场！中国二手奢侈品生意，离爆发风口还有多远？_36氪,	 作者简介：梨叔，本名赵德鹏，山东青岛人，16岁开始，边上学边创业17年。20岁孤身赴日留学，日本国立,	 http://36kr.com/p/5072299.html
中国奢侈品国内外价差缩至16% 奢侈品在华市场回暖_36氪,	 日韩的“爆买”开始日渐降温。,	 http://36kr.com/p/5073171.html
开心网创始人兼CEO程炳皓：开心网原本有机会成为一家超级互联网公司_36氪,	 编者按：本文来源于微信公众号“程炳皓”，作者程炳皓为开心网创始人兼CEO，授权36氪发布。原题目为《,	 http://36kr.com/p/5049896.html
印度共享办公是应该做创投服务生意还是房地产生意？_36氪,	 近日，从事联合办公空间的印度初创Awfis获得了红杉资本2000万美元投资，这是印度相关领域数额最大,	 http://36kr.com/p/5075384.html
苹果员工对新园区开放式办公设计不满：甚至不惜离职_36氪,	 编者按：本文来自凤凰科技，36氪经授权转载。,	 http://36kr.com/p/5087451.html
2017小程序研究报告：工具占多数，零售和生活服务有亮点_36氪,	 自2017年1月9日小程序正式上线至今，业界对于小程序的争议一直存在。线上流量饱和，线下成为必争之地,	 http://36kr.com/p/5087806.html
除了卖沙发，宜家还想开独立的街边餐厅_36氪,	 宜家一直在寻找新的盈利点，现在它认为旗下的餐饮业务也许能有所作为。,	 http://36kr.com/p/5071311.html
靠卖小吃年赚124亿！如今舌尖上的宜家要搞“单飞”_36氪,	 “两个热狗！”“两个甜筒！”,	 http://36kr.com/p/5072345.html
1个关键词，破解苹果、宜家、Swatch等明星企业的成功之道 _36氪,	 编者按：本文来自“中欧国际工商学院”（ID：CEIBS6688），36氪经授权发布。,	 http://36kr.com/p/5073559.html
如果有一天你不得不在苹果和微信间二选一，你会站在哪一边？_36氪,	 编者按：本文来自微信公众号“尹生价值观”（ID：jia-zhi-xian），作者 尹生；36氪经授权,	 http://36kr.com/p/5071697.html
苹果再调抽成机制，联盟计划成员佣金率由7%降至2.5%_36氪,	 近期苹果以一纸电邮宣布，将从苹果广告生态成员的手中，抽回64%的奖赏——自5月1日起，苹果联盟计划的,	 http://36kr.com/p/5072770.html
月球上也能打电话？这家德企要在月球表面建LTE基站_36氪,	 本文来自凤凰科技，作者：霜叶，36氪经授权发布。,	 http://36kr.com/p/5087719.html
这一波知识付费：一个机会，两种能力，三个要点_36氪,	 编者按：本文来自微信公众号“三节课”（ID：sanjieke），作者黄有璨；36氪经授权发布。,	 http://36kr.com/p/5071248.html
创业公司有这几个关键的销售指标，你都知道吗？| 创世界_36氪,	 编者按：前销售主管Jim Wilson在Medium上发表了这篇文章，他给完全处于混乱状态的早期公司,	 http://36kr.com/p/5072721.html
创业公司如何实现高增长？这里有8位老司机的朴素经验谈_36氪,	 编者按：本文来自微信公众号“红杉汇”（ID：Sequoiacap），作者：Justas Markus,	 http://36kr.com/p/5074336.html
无人车、飞车、地下车，谁是出行的未来？_36氪,	 编者按：本文来自微信公众号“谈婧论道”（ID：Maggie-Tan-），作者谈婧；36氪经授权发布。,	 http://36kr.com/p/5087592.html
海航集团旗下供销大集抢滩“新零售”_36氪,	 海航集团旗下上市公司供销大集近年抢滩布局“新零售”。,	 http://36kr.com/p/5075558.html
传统金融机构会被Fintech颠覆吗？迟早的事情！_36氪,	 如今我们的金融正受到前所未有的数字化冲击，但它绝不会是一个线性的转变过程，在分析数字化带来的影响之前,	 http://36kr.com/p/5085944.html
乐视超级汽车否认大规模裁员，还说有汽车行业大牛将加盟_36氪,	 自乐视陷于资金危机，贾跃亭出任乐视汽车生态全球董事，跑去美国以来，他何时回国、能不能造出来车，已经成,	 http://36kr.com/p/5087754.html
嘴里贴个芯片就能改变味觉，未来厨师还有什么用？_36氪,	 口特别重，但是出于健康考虑不敢吃盐怎么办？你可以考虑饭前贴个“盐芯片”在牙齿上。,	 http://36kr.com/p/5087673.html
Uber投资人将卡兰尼克告上法庭，还要把他赶出董事会_36氪,	 Uber前任CEO卡兰尼克在下台后麻烦不断，如今又惹上了官司。,	 http://36kr.com/p/5087616.html
一周文娱热点 | 《战狼2》票房碾压《建军大业》；《王者荣耀》收入全球第二；SNH48人气总决选鞠婧祎夺冠_36氪,	 影视娱乐直播图片,	 http://36kr.com/p/5085642.html
乐视，真的值100亿美元吗？_36氪,	 截止至2月13日收盘，乐视网以649.1亿(约104亿美金)的市值成为了创业板市值第一的公司，同时也,	 http://36kr.com/p/219839.html
乐视网沟通会万字实录：贾跃亭是如何回应质疑的？_36氪,	 编者按：本文来自微信公众号“乐视财讯”，转载请联系原作者,	 http://36kr.com/p/5075980.html
贾跃亭称非上市体系问题太严重，乐视想通过聚焦和卖资产以自救_36氪,	 调整，这两字自始自终都贯穿于乐视网股东大会股东们的言辞。为脱离目前资金等方面困境，贾跃亭称未来将更加,	 http://36kr.com/p/5081463.html
这家最早做VR社交的公司之一最终宣布倒闭, 或许能给谷歌和FB敲响警钟_36氪,	 作者| 田煦阳,	 http://36kr.com/p/5085571.html
Uber在中国悄悄推了个新应用，还说要在印度盈利了_36氪,	 即使滴滴已经基本完成了转移优步用户和司机到自身平台上的任务，但优步似乎对中国市场还有着那么一点没有被,	 http://36kr.com/p/5059436.html
长期跟踪定位乘客位置？Uber这次有了回应_36氪,	 Uber海外版本可能会持续跟踪乘客的定位，这事一直被iOS系统的使用者所诟病和质疑，在此之前，Ube,	 http://36kr.com/p/5060176.html
Uber又摊上事儿了，这一次Uber将面临司法部门的刑事调查_36氪,	 尚焦灼于Waymo诉讼案的Uber如今又迎来另一桩调查。据路透社报道，美国司法部已展开对Uber的刑,	 http://36kr.com/p/5073705.html
Windows Phone走向阵亡，微软这回弃疗了吗？_36氪,	 在做手机方面，微软可谓是一直后知后觉，摸爬滚打，市场份额几乎从未好看过。但它却一直没有放弃手机业务的,	 http://36kr.com/p/5067044.html
北京通州的环球影城主题公园雏形已成，中国元素将占35%_36氪,	 2001年传出消息、2013年获批立项的北京环球影城主题公园，最近终于有了新进展。,	 http://36kr.com/p/5066709.html
供应商不给力，iPhone 8可能临阵弃用曲面屏_36氪,	 编辑/林腾,	 http://36kr.com/p/5066617.html
Instagram宣布下周测试购物功能，这是社交媒体变现的好途径吗？_36氪,	 当你在微博或者微信上看到某网红或者白富美拎着一个好看的包包，或者穿着一件美美的衣服时，是不是很想到淘,	 http://36kr.com/p/5055651.html
新政调控后的网约车下半场，看各大平台八仙过海，各显神通_36氪,	 在网约车的下半场，面对新政调控，各大网约车平台们除了针对政策不断自我调整，还八仙过海，在产品拓展上各,	 http://36kr.com/p/5068849.html
滴滴出行获北京网约车牌照_36氪,	 今日消息，北京市交通委向滴滴出行正式颁发了《网络预约出租汽车经营许可证》。这也意味着，在缓冲期结束之,	 http://36kr.com/p/5075611.html
开放C端加盟市场，首汽约车宣布“全面进入网约车2.0时代”_36氪,	 5月19日，36氪日前获悉，针对即将正式实施的北京网约车新政，首汽约车召开媒体沟通会，首汽约车政府事,	 http://36kr.com/p/5075802.html
研究了50家影响力公司，我们预判了23个未来 | 36氪2017看点集合_36氪,	 文 | 方婷  韩洪刚  闫浩  王水  杨林  郑晓康  周天  方园婧  乔芊  孙然 ,	 http://36kr.com/p/5062732.html
拆解朱啸虎：投资界网红是怎么炼成的？| 36氪投资人特写_36氪,	 文 | 钟瑜婷 张晴,	 http://36kr.com/p/5061711.html
36氪作者获“道富集团亚太区金融机构新闻奖”，为史上首次获此奖的科技新媒体_36氪,	 11月23日，道富集团在香港公布第五届“道富集团亚太区金融机构新闻奖”获奖名单，该奖项旨在表彰亚太区,	 http://36kr.com/p/5057299.html
面对知识盲区，运营该如何快速的工作学习？_36氪,	 编者按：本文首发微信公众号“产品菜鸟汇”（ID：U_quan），作者陈维贤，授权 36 氪发布。,	 http://36kr.com/p/5055590.html
微信打赏停止，因为苹果要收“知识税”_36氪,	 春天的风大，总会带来一些风口。今年是“知识付费”。,	 http://36kr.com/p/5071593.html
苹果拒付“高通税”，高通躺着收钱的商业模式是否到头了？_36氪,	 高通正逢乱世之秋。,	 http://36kr.com/p/5072953.html
【读书】苹果惊人发展速度背后的驱动力是什么？_36氪,	 编者按：本文来自微信公众号“红杉汇”（ID：Sequoiacap），36氪经授权发布。,	 http://36kr.com/p/5075765.html
传今日头条融资20亿估值200亿，又可加速推进社交、视频、国际化了_36氪,	 就在今日头条和新浪微博正面刚的时候，前者的估值已经要超过后者的市值了。,	 http://36kr.com/p/5087723.html
若融资无望创业团队面临“被收购”，你该怎么办？_36氪,	 简法帮（微信号：jianfabang）是一家为创业者和初创型企业提供交互性法律文件在线自制服务的互联,	 http://36kr.com/p/5055656.html
阿里正式成立文化娱乐集团：俞永福任CEO，古永锵未来专注于投资_36氪,	 继6月宣布成立大文娱板块之后，阿里的文化娱乐公司今日正式落地。,	 http://36kr.com/p/5055511.html
【首发】《十冷》、《镇魂街》动画制作团队完成2550万A轮融资，未来将推出原创动画作品_36氪,	 36氪获悉，曾制作《十万个冷笑话》、《镇魂街》等知名网络动画的成都艾尔平方文化传播有限公司（以下简称,	 http://36kr.com/p/5055504.html
帮助企业进入发票金融领域，P2P发票金融平台Timelio获500万美元融资_36氪,	 墨尔本金融科技初创公司 Timelio 近日宣布获得500万美元融资，投资方有Thorney Inv,	 http://36kr.com/p/5055485.html
为了打造自己的“太阳能帝国”，马斯克又拿出了一个太阳能玻璃屋顶_36氪,	 在马斯克构建的新能源帝国版图中，Solar City是上游必不可少的一环，为处于下游的特斯拉提供太阳,	 http://36kr.com/p/5055521.html
网约车新政的实施，让出租车订单激增？受益的或许不只是出租车_36氪,	 一度被吵得沸沸扬扬的网约车新政正式”上路“了，或许因为欢喜各异的平台都在忙于适应新政，反而少了想象中,	 http://36kr.com/p/5055645.html
微软、苹果、谷歌竞争模式大变迁，已经把信息安全之战上升到战略层面_36氪,	 希拉里邮件泄露事件影响美国大选，韩国总统朴槿惠遭遇“崔顺实门 ” 震动韩国政坛，如果对这两件事追根溯,	 http://36kr.com/p/5055665.html
易到获大连网约车牌照，加速东北地区网约车服务升级_36氪,	 5月26日，36氪日前获悉，易到获得由大连市颁发的《网络预约出租汽车经营许可证》。这是继5月8日、5,	 http://36kr.com/p/5077365.html
